goodreads_id,title,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_no_of_books,author_followers,original_title,all_contributors,number_of_editions,currently_reading,to_read,first_published_date,publisher,no_of_papers,book_type,is_translated,translator,main_genre,sub_genre
33412025,شيفرة بلال,2016-01-01,14183,2316,4.28,7223,4526,1765,468,201,أحمد خيري العمري,32,125,شيفرة بلال,أحمد خيري العمري,5,1145,13700,2016-01-01,"january 1, 2016",396.0,Paperback,False,,Novels,Novels
30738859,أن تبقى,2016-07-06,10035,1130,3.88,3073,3843,2236,619,264,خولة حمدي,8,142,أن تبقى,خولة حمدي,3,1037,10900,2019-01-01, كيان للنشر والتوزيع,383.0,Paperback,False,,Novels,Novels
30612235,في ممر الفئران,2016-07-06,11366,1541,3.79,2972,4459,2832,774,329,أحمد خالد توفيق,553,293,في ممر الفئران,أحمد خالد توفيق,4,523,7910,2019-01-01, الكرمة للنشر,384.0,Paperback,False,,Novels,Novels
15718933,يا مريم,2012-01-01,5072,1088,3.71,1178,1894,1502,358,140,Sinan Antoon,30,1987,يا مريم,"Sinan Antoon,سنان أنطون",15,214,6048,2019-01-01, منشورات الجمل,157.0,Paperback,False,,Novels,Novels
12165882,عناق عند جسر بروكلين,2011-01-01,7180,1237,3.43,1021,2524,2463,850,322,عزالدين شكري فشير,10,6206,عناق عند جسر بروكلين,"عزالدين شكري فشير,عزالدين شكري فشير",9,535,9697,2019-01-01, دار العين  للنشر,220.0,Paperback,False,,Novels,Novels
5520516,نيران صديقة,2004-01-01,6859,505,3.28,921,1909,2568,1064,397,Alaa Al Aswany,33,1618,نيران صديقة,"Alaa Al Aswany,علاء الأسواني",44,240,4924,2019-01-01, دار الشروق,225.0,Paperback,False,,Novels,Novels
43518268,فاتتني صلاة,2018-01-01,10146,1674,4.37,5908,2659,1177,256,146,إسلام جمال,4,1639,فاتتني صلاة,إسلام جمال,13,1511,11500,2019-01-01, مؤسسة زحمة كتاب للثقافة والنشر ,226.0,Paperback,False,,Nonfiction,Nonfiction
29350507,أرض الإله,2016-03-23,9951,1299,3.29,1821,2717,2896,1566,951,أحمد مراد,8,179,أرض الإله,أحمد مراد,8,932,7073,2019-01-01, دار الشروق,408.0,Paperback,False,,Novels,Novels
25009629,حديث الصباح,2015-01-01,8794,1121,3.84,2980,2869,1886,658,401,أدهم شرقاوي,31,5852,حديث الصباح,أدهم شرقاوي,4,1273,13500,2019-01-01, dar kalemat,350.0,Paperback,False,,Nonfiction,Nonfiction
6780664,أم سعد,1969-01-01,6033,1005,4.0,2070,2259,1403,239,62,غسان كنفاني,73,102,أم سعد,"غسان كنفاني,Ghassan Kanafani",13,115,5792,2019-01-01, دار العودة,96.0,Paperback,False,,Novels,Novels
3614157,لا أحد ينام في الإسكندرية,1996-06-01,4013,583,3.81,1126,1544,922,316,105,إبراهيم عبد المجيد,59,1423,لا أحد ينام في الإسكندرية,"إبراهيم عبد المجيد,Ibrahim Abdel Meguid",26,327,8032,2019-01-01, دار الشروق,464.0,Paperback,False,,Novels,Novels
2678349,استمتع بحياتك,2006-01-01,13838,1278,4.19,7040,3805,1936,675,382,محمد عبد الرحمن العريفي,73,2913,استمتع بحياتك,محمد عبد الرحمن العريفي,37,1875,16000,2019-01-01, دار ابن الهيثم,480.0,Hardcover,False,,Nonfiction,Nonfiction
3657262,رسائل غسان كنفاني إلى غادة السمان,1999-01-01,9626,1760,3.78,3198,2868,2274,809,477,غادة السمان,75,7739,رسائل غسان كنفاني إلى غادة السمان,غادة السمان,3,745,17000,2019-01-01, دار الطليعة - بيروت,176.0,Paperback,False,,Nonfiction,Nonfiction
3692151,شكلها باظت,2003-01-01,8879,535,3.5,1727,2817,2890,1066,379,عمر طاهر,37,116,شكلها باظت,عمر طاهر,1,275,6262,2019-01-01, دار أطلس للنشر و الأنتاج الإعلامي,203.0,Paperback,False,,Philosophy,Philosophy
5663369,الزيني بركات,1974-01-01,3564,405,3.88,1104,1349,794,224,93,جمال الغيطاني,94,1906,الزيني بركات,جمال الغيطاني,29,241,7094,2019-01-01, دار الشروق,287.0,Paperback,False,,Novels,Novels
3852939,العبرات,1948-01-01,8872,1268,3.95,3131,3080,1922,547,192,مصطفى لطفي المنفلوطي,31,3503,العبرات,مصطفى لطفي المنفلوطي,32,0,0,2019-01-01, مؤسسة بحسون للنشر والتوزيع,181.0,Paperback,False,,Novels,Novels
2392677._,أرني الله,1953-01-01,6051,803,3.83,1758,2233,1495,431,134,Tawfiq Al-Hakim,175,543,أرني الله,"Tawfiq Al-Hakim,توفيق الحكيم",14,326,8125,2019-01-01, دار الشروق,214.0,Paperback,False,,Novels,Novels
2073853._,كزهر اللوز أو أبعد,2005-01-01,5877,642,4.08,2516,1879,1026,324,132,Mahmoud Darwish,185,105,كزهر اللوز أو أبعد,"Mahmoud Darwish,محمود درويش",12,274,8568,2019-01-01, رياض الريس للكتب والنشر,202.0,Paperback,False,,Poetry,Poetry
42762277,حالات نادرة,1999-01-01,7144,583,4.01,3405,1703,1145,457,434,عبدالوهاب السيد الرفاعي,26,4706,حالات نادرة,عبدالوهاب السيد الرفاعي,4,1115,13900,2019-01-01, نوفا بلس للنشر والتوزيع,323.0,Paperback,False,,Novels,Novels
6909334,القوقعة: يوميات متلصص,2007-01-01,12729,2304,4.33,6861,3948,1371,347,202,مصطفى خليفة,2,982,القوقعة: يوميات متلصص,مصطفى خليفة,19,730,17000,2019-01-01, دار الآداب,383.0,Paperback,False,,Novels,Novels
5955087,الشحاذ,1965-01-01,4629,742,3.68,1118,1634,1320,408,149,Naguib Mahfouz,429,144,الشحاذ,"Naguib Mahfouz,نجيب محفوظ",42,214,5061,2019-01-01, دار الشروق,156.0,Paperback,False,,Novels,Novels
4638138,الوقائع الغريبة في اختفاء سعيد أبي النحس المتشائل,1974-01-01,2358,328,3.83,707,847,572,171,61,إميل حبيبي,13,246,الوقائع الغريبة في اختفاء سعيد أبي النحس المتشائل,"إميل حبيبي,Emile Habiby,علي الراعي (تقديم)",34,117,4517,2019-01-01, دار الهلال,156.0,Paperback,False,,Novels,Novels
13562054,باب الخروج: رسالة علي المفعمة ببهجة غير متوقعة,2012-01-01,10490,1834,3.87,3119,4177,2216,675,303,عزالدين شكري فشير,10,6206,باب الخروج: رسالة علي المفعمة ببهجة غير متوقعة,عزالدين شكري فشير,6,1327,12400,2019-01-01, دار الشروق,483.0,Paperback,False,,Novels,Novels
6614886,زغازيغ,2009-01-01,12456,1257,3.58,2461,4297,4117,1226,355,أحمد خالد توفيق,553,293,زغازيغ,أحمد خالد توفيق,1,0,0,2019-01-01, دار الشروق,239.0,Paperback,False,,Nonfiction,Nonfiction
5935144,خان الخليلي,1945-01-01,5742,732,3.89,1641,2284,1449,306,62,Naguib Mahfouz,429,144,خان الخليلي,"Naguib Mahfouz,نجيب محفوظ",38,329,6587,2019-01-01, دار الشروق,280.0,Paperback,False,,Novels,Novels
6489288,طوق الياسمين,2004-01-01,6876,988,3.48,1767,1861,1752,889,607,واسيني الأعرج,58,5400,طوق الياسمين,واسيني الأعرج,1,0,0,2019-01-01, دار الشروق,239.0,Paperback,False,,Novels,Novels
2246948._,الجنية,2007-01-01,6745,966,3.63,1830,1978,1844,773,320,Ghazi A. Algosaibi,89,852,الجنية,"Ghazi A. Algosaibi,غازي عبد الرحمن القصيبي",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,False,,Novels,Novels
6593002,الكرنك,1974-01-01,5208,707,3.7,991,2141,1679,328,69,Naguib Mahfouz,429,144,الكرنك,"Naguib Mahfouz,نجيب محفوظ",35,108,4048,2019-01-01, دار الشروق,94.0,Paperback,False,,Novels,Novels
17557906-7,الساعة 7:46 مساءً,2013-01-01,6171,986,3.9,2250,1850,1435,459,177,عبدالله المغلوث,10,4519,الساعة 7:46 مساءً,عبدالله المغلوث,4,86,1866,2019-01-01, مدارك ,94.0,Paperback,False,,Nonfiction,Nonfiction
16130753,سر المعبد: الأسرار الخفية لجماعة الإخوان المسلمين,2012-01-01,5074,725,3.54,1284,1519,1311,559,401,ثروت الخرباوي,9,760,سر المعبد: الأسرار الخفية لجماعة الإخوان المسلمين,ثروت الخرباوي,5,880,10300,2019-01-01, نهضة مصر للنشر,359.0,Paperback,False,,Nonfiction,Nonfiction
16076787,السنجة,2012-01-01,13190,1718,3.24,1976,3620,4305,2128,1161,أحمد خالد توفيق,553,293,السنجة,أحمد خالد توفيق,2,651,12500,2019-01-01, دار بلومزبري - مؤسسة قطر للنشر,266.0,Paperback,False,,Novels,Novels
3110969,خالتي صفية والدير,1991-01-01,5988,799,3.9,1757,2415,1397,320,99,Bahaa Taher,8,501,خالتي صفية والدير ,"Bahaa Taher,بهاء طاهر",26,111,6231,2019-01-01, دار الآداب,141.0,Paperback,False,,Novels,Novels
3153116,سقف الكفاية,2002-01-01,8902,1666,3.51,2574,2194,2137,1187,810,محمد حسن علوان,9,6301,سقف الكفاية,محمد حسن علوان,6,1105,10800,2019-01-01, دار الفارابي,400.0,Paperback,False,,Novels,Novels
33357307,لج,2017-03-05,5679,648,4.28,3261,1340,666,238,174,Osamah M. Al Muslim - أسامة المسلم,27,104,لج,Osamah M. Al Muslim - أسامة المسلم,3,650,8290,2019-01-01, dar aladab alarabi - مركز الأدب العربي ,512.0,Paperback,False,,Novels,Novels
2939815,أرواح وأشباح,1973-01-01,5801,357,3.54,1382,1679,1742,690,308,أنيس منصور,184,7594,أرواح وأشباح,أنيس منصور,8,359,5397,2019-01-01, دار الشروق,301.0,Paperback,False,,Nonfiction,Nonfiction
5976135,عرس الزين,1969-01-01,3401,413,3.7,808,1227,985,288,93,Tayeb Salih,30,748,عرس الزين,"Tayeb Salih,الطيب صالح",27,130,4063,2019-01-01, دار العودة,104.0,Paperback,False,,Novels,Novels
5889987,وا إسلاماه,1945-01-01,6788,466,3.77,2068,2140,1781,568,231,علي أحمد باكثير,77,1349,وا إسلاماه,علي أحمد باكثير,9,166,4350,1945-01-01,دار الكتاب اللبناني,312.0,Paperback,False,,Novels,Novels
37842353,قواعد جارتين,2018-01-27,12743,1372,4.06,5128,4436,2259,617,303,عمرو عبدالحميد,7,6804,قواعد جارتين,عمرو عبدالحميد,5,656,9569,2019-01-01, عصير الكتب,319.0,Paperback,False,,Novels,Novels
31807944,نظرية الفستق,2016-01-01,11957,1534,3.43,3000,3074,3103,1628,1152,فهد عامر الأحمدي,14,1237,نظرية الفستق,فهد عامر الأحمدي,14,2323,17500,2019-01-01, دار الحضارة للنشر والتوزيع,332.0,Hardcover,False,,Philosophy,Philosophy
24500966,اخلع حذاءك,2015-01-15,4870,605,3.72,1473,1514,1189,451,243,ياسر حارب,7,5813,اخلع حذاءك,ياسر حارب,2,616,6825,2019-01-01, مدارك,182.0,Paperback,False,,Nonfiction,Nonfiction
13183592,أنا عشقت,2012-01-01,9491,1362,3.29,1793,2585,2670,1482,961,محمد المنسي قنديل,23,6478,أنا عشقت,محمد المنسي قنديل,6,744,13700,2019-01-01, دار الشروق,436.0,Paperback,False,,Novels,Novels
18363068,حبيبتي بكماء,2013-06-01,16066,1863,3.2,5027,2251,2989,2531,3268,محمد السالم,11,4752,حبيبتي بكماء,محمد السالم,5,1920,20400,2019-01-01, الدار العربية للعلوم ناشرون,127.0,Paperback,False,,Novels,Novels
5767170,عقل بلا جسد,2008-01-01,7504,732,3.9,2412,2738,1725,481,148,أحمد خالد توفيق,553,293,عقل بلا جسد,أحمد خالد توفيق,8,417,9318,2019-01-01, دار دايموند بوك,183.0,Paperback,False,,Novels,Novels
6349074,مذكرات الأرقش,1949-01-01,4062,863,4.06,1655,1333,791,214,69,Mikhail Naimy,50,2018,مذكرات الأرقش,Mikhail Naimy,15,302,5359,2019-01-01, مؤسسة نوفل,147.0,Paperback,False,,Novels,Novels
13010105,عائشة تنزل إلى العالم السفلي,2012-01-01,7095,1490,3.38,1487,2026,1949,991,642,بثينة العيسى,22,25,عائشة تنزل إلى العالم السفلي,بثينة العيسى,4,455,8331,2019-01-01, الدار العربية للعلوم ناشرون,230.0,Paperback,False,,Novels,Novels
6876193,المهمة غير المستحيلة,2008-01-01,7583,1346,4.0,3060,2370,1451,472,230,أحمد خيري العمري,32,125,المهمة غير المستحيلة,أحمد خيري العمري,7,1108,14000,2019-01-01, دار الفكر,142.0,Paperback,False,,Nonfiction,Nonfiction
3526951,وكالة عطية,1999-01-01,3322,470,3.97,1174,1236,646,184,82,خيري شلبي,75,2265,وكالة عطية,خيري شلبي,14,224,5759,2019-01-01, دار الشروق,528.0,Paperback,False,,Novels,Novels
7824768,ليتها تقرأ,2010-01-01,10304,1483,3.0,1979,1769,2668,2039,1849,خالد الباتلي,3,1555,ليتها تقرأ,خالد الباتلي,2,784,10800,2019-01-01, دار الفارابي,175.0,Paperback,False,,Nonfiction,Nonfiction
4922444,السمان والخريف,1962-01-01,2930,383,3.61,524,1091,1009,251,55,Naguib Mahfouz,429,144,السمان والخريف,"Naguib Mahfouz,نجيب محفوظ",25,100,2825,2019-01-01, دار الشروق,151.0,Paperback,False,,Novels,Novels
3658363,اللجنة,1981-01-01,2912,468,3.61,591,1098,837,282,104,صنع الله إبراهيم,34,2973,اللجنة,صنع الله إبراهيم,18,106,2852,2019-01-01, دار المستقبل العربي للنشر,121.0,Paperback,False,,Novels,Novels
2544247._,قرية ظالمة,1954-01-01,4428,824,3.94,1547,1587,900,278,116,محمد كامل حسين,17,756,قرية ظالمة,محمد كامل حسين,10,399,9062,2019-01-01, دار الشروق,259.0,Paperback,False,,Novels,Novels
3437956,الحب في المنفى,1995-01-01,6377,810,3.82,1935,2226,1580,437,199,Bahaa Taher,8,501,الحب في المنفى,"Bahaa Taher,بهاء طاهر",14,570,13400,2019-01-01, دار الأداب,254.0,Paperback,False,,Novels,Novels
18387597-2,2 ضباط,2013-08-01,10374,1342,3.64,2920,3199,2518,1095,642,Essam Youssef,2,2678,2 ضباط,Essam Youssef,8,546,6949,2019-01-01, الدار المصرية اللبنانية,520.0,Paperback,False,,Novels,Novels
7268003,ما تبقى لكم,1966-01-01,4097,669,3.6,953,1301,1267,413,163,غسان كنفاني,73,102,ما تبقى لكم,"غسان كنفاني,Ghassan Kanafani",11,156,5106,2019-01-01, مؤسسة الابحاث العربية ش.م.م,80.0,Paperback,False,,Novels,Novels
6604887,أنت لي,2007-01-01,23785,2879,3.88,10792,5277,3737,2053,1926,منى المرشود,7,2448,أنت لي,منى المرشود,8,2348,24800,2019-01-01, أطياف للنشر والتوزيع - القطيف,1607.0,Paperback,False,,Novels,Novels
13543633,وصايا,2012-01-01,9733,1550,3.82,3178,3054,2381,801,319,محمد الرطيان,6,2433,وصايا,محمد الرطيان,2,507,8687,2019-01-01, دار مدارك للنشر,125.0,Paperback,False,,Philosophy,Philosophy
5781174,فرج,2008-01-01,5541,935,3.83,1455,2221,1444,317,104,Radwa Ashour,18,3705,فرج,"Radwa Ashour,رضوى عاشور",6,55,1880,2019-01-01, دار الشروق,222.0,Paperback,False,,Novels,Novels
3930100,السقا مات,1952-01-01,3988,440,4.14,1785,1316,634,171,82,يوسف السباعي,79,4270,السقا مات ,يوسف السباعي,7,136,2899,1952-01-01,"january 1, 2008",333.0,Paperback,False,,Novels,Novels
6721437,يوم غائم في البر الغربي,2006-01-01,6036,871,3.78,1716,2178,1443,489,210,محمد المنسي قنديل,23,6478,يوم غائم في البر الغربي,محمد المنسي قنديل,8,418,7951,2019-01-01, دار الشروق,572.0,Paperback,False,,Novels,Novels
2927732,أرض النفاق,1949-01-01,7193,897,4.08,2792,2678,1341,281,101,يوسف السباعي,79,4270,أرض النفاق,يوسف السباعي,16,390,9740,2019-01-01, الهيئة المصرية العامة للكتاب,286.0,Paperback,False,,Novels,Novels
2392599._,عصفور من الشرق,1938-01-01,4388,527,3.72,1073,1594,1249,356,116,Tawfiq Al-Hakim,175,543,عصفور من الشرق,"Tawfiq Al-Hakim,توفيق الحكيم",16,139,3715,2019-01-01, الشركة العالمية للكتاب,144.0,Paperback,False,,Novels,Novels
3553395,جدد حياتك,1987-01-01,11103,1204,4.21,5400,3505,1565,411,222,محمد الغزالي,141,6599,جدد حياتك,محمد الغزالي,28,2084,23000,2019-01-01, دار القلم ,236.0,Paperback,False,,Philosophy,Philosophy
6092250,الإسلام بين الشرق والغرب,1980-01-01,10963,1985,4.47,6970,2704,907,239,143,Alija Izetbegović,29,4145,Islam Between East and West,"Alija Izetbegović,محمد يوسف عدس (مترجم),عبد الوهاب المسيري (تقديم)",48,3530,34200,2019-01-01, مؤسسة بافاريا للنشر والإعلام والخدمات,416.0,Paperback,False,,Philosophy,Philosophy
36660125,شجرتي شجرة البرتقال الرائعة,1968-01-01,57138,6682,4.4,32893,16483,5834,1385,543,José Mauro de Vasconcelos,37,915,Meu Pé de Laranja Lima,"José Mauro de Vasconcelos,إيناس العباسي (Translator)",163,2710,31500,2019-01-01, مسكيلياني للنشر والتوزيع,245.0,Paperback,True,إيناس العباسي,Novels,Novels
6043977,يوم قتل الزعيم,1983-01-01,3022,496,3.59,477,1155,1109,223,58,Naguib Mahfouz,429,144,يوم قتل الزعيم,"Naguib Mahfouz,نجيب محفوظ",38,72,2344,2019-01-01, دار الشروق,92.0,Paperback,False,,Novels,Novels
